pair_id,adr_ticker,underlying_ticker,open_date,close_date,duration_days,adr_open_price,adr_cover_price,local_open_price_usd,local_close_price_usd,local_return,adr_return,roce,ruce,roll_cost_pct,borrow_cost,fx_open,fx_close,fx_pnl,roce_net,ruce_net,ruce_net_fx,close_reason,was_aborted
133142__912732,133142,912732,2022-03-09,2022-03-10,1,131.69798901637,123.19637318274,0.0,0.0,0.0,0.06455387737601104,0.06455387737601104,0.12910775475202207,0.072922,0.0,0.0,0.0,0.0,0.06455387737601104,0.12910775475202207,0.12910775475202207,overnight_abort,True
133142__912732,133142,912732,2022-09-06,2022-09-14,8,96.35942373274,87.983425812945,184.0477608385416,177.43285342661605,-0.03594125449713328,0.08692453312118645,0.05098327862405317,0.1379078117452396,0.072922,0.000219,0.0069582159,0.0069849474,0.003842,0.05076410054186139,0.13768863366304784,0.13399916617251104,convergence,False
133142__912732,133142,912732,2022-12-06,2022-12-07,1,97.68427635431499,90.26391267068499,0.0,0.0,0.0,0.07596272358834158,0.07596272358834158,0.15192544717668316,0.072922,0.0,0.0,0.0,0.0,0.07596272358834158,0.15192544717668316,0.15192544717668316,overnight_abort,True
133553__745287,133553,745287,2022-01-19,2022-01-20,1,18.045576,18.33346682734,0.0,0.0,0.0,-0.01595354048770735,-0.01595354048770735,-0.0319070809754147,0.008871,0.0,0.0,0.0,0.0,-0.01595354048770735,-0.0319070809754147,-0.0319070809754147,overnight_abort,True
133553__745287,133553,745287,2022-01-25,2022-01-27,1,18.005481737724,16.109102215192,0.0,0.0,0.0,0.1053223429484156,0.1053223429484156,0.2106446858968312,0.008871,0.0,0.0,0.0,0.0,0.1053223429484156,0.2106446858968312,0.2106446858968312,overnight_abort,True
133553__745287,133553,745287,2022-02-11,2022-02-15,4,17.143304217724,16.687635650128,16.71386013571161,16.87405984726706,0.009584842176174462,0.026579973254216432,0.03616481543039089,0.06274478868460732,0.008871,0.00011,0.7126058478,0.7151540134,0.003576,0.036055226389295,0.06263519964351144,0.05903794741963859,convergence,False
133553__745287,133553,745287,2022-03-01,2022-03-03,2,18.940139313728,18.513004085064,19.002065076404325,18.522962550156947,-0.025213182057896404,0.022551852528054413,-0.00266132952984199,0.019890522998212423,0.008871,5.5e-05,0.7297406305,0.7329495414,0.004397,-0.0027161240503899356,0.019835728477664478,0.015568034907250498,convergence,False
133553__745287,133553,745287,2022-09-07,2022-09-13,6,11.809826959999999,11.570629797468001,11.566283895175873,11.903536383198793,0.029158240544621454,0.02025407851801391,0.049412319062635365,0.06966639758064927,0.008871,0.000164,0.6751055308,0.6730381846,-0.003062,0.04924793550099153,0.06950201401900544,0.07266324086537382,convergence,False
133553__745287,133553,745287,2022-09-28,2022-10-05,7,11.10805456,11.580603479999999,10.979941316467272,11.583114306431941,0.05493408139258948,-0.04254110541567231,0.012392975976917166,-0.030148129438755146,0.008871,0.000192,0.6500047483,0.6486978655,-0.002011,0.012201195154999357,-0.030339910260672953,-0.02821461391020165,convergence,False
133553__745287,133553,745287,2022-10-21,2022-10-24,1,11.278485,10.937237617468002,0.0,0.0,0.0,0.0302564912337072,0.0302564912337072,0.0605129824674144,0.008871,0.0,0.0,0.0,0.0,0.0302564912337072,0.0605129824674144,0.0605129824674144,overnight_abort,True
133553__745287,133553,745287,2022-11-04,2022-11-09,5,11.81985228,12.478325677468002,11.703854625799183,12.458959804568623,0.06451764849376529,-0.0557091054836772,0.008808543010088092,-0.046900562473589105,0.008871,0.000137,0.647899019,0.6431075781,-0.007395,0.008671556708718229,-0.04703754877495897,-0.0391064131866736,convergence,False
133553__745287,133553,745287,2022-11-10,2022-11-15,5,13.373777882532,13.1665776,13.512280567282032,13.13080904786854,-0.02823146821989232,0.015493025557320794,-0.012738442662571525,0.0027545828947492697,0.008871,0.000137,0.6703087221,0.6756985033,0.008041,-0.012875428963941388,0.0026175965933794066,-0.005133818775694796,convergence,False
134093__740847,134093,740847,2022-01-27,2022-02-01,5,28.1066714977425,28.8201816234515,696.6591758872895,716.4643992322749,0.028428855931970993,-0.025385792329280555,0.003043063602690438,-0.022342728726590117,0.014867000000000002,0.000137,0.0086764124,0.0087164952,0.00462,0.002906077301320575,-0.02247971502795998,-0.02720894474709656,convergence,False
134093__740847,134093,740847,2022-02-02,2022-02-03,1,29.591790755709,28.889946994290998,0.0,0.0,0.0,0.02371751568575138,0.02371751568575138,0.04743503137150276,0.014867000000000002,0.0,0.0,0.0,0.0,0.02371751568575138,0.04743503137150276,0.04743503137150276,overnight_abort,True
134093__740847,134093,740847,2022-06-17,2022-06-23,6,28.482965810242497,29.408141252257497,704.3489489205812,735.5084372521968,0.04423870920708797,-0.03248171023265794,0.011756998974430034,-0.020724711258227904,0.014867000000000002,0.000164,0.0073193047,0.0074104259,0.012449,0.011592615412786198,-0.02088909481987174,-0.03372942080834156,convergence,False
134093__740847,134093,740847,2022-07-19,2022-07-22,3,28.317403336903,28.551108545709,704.2365482864479,716.6439163572215,0.017618182556647016,-0.008253059294509462,0.009365123262137554,0.0011120639676280922,0.014867000000000002,8.2e-05,0.0072351047,0.007349428,0.015801,0.009282931481315636,0.0010298721868061743,-0.01479958675474389,convergence,False
134093__740847,134093,740847,2022-08-29,2022-10-26,58,27.173468626903,27.883423043805998,681.3767807413257,698.5361287383618,0.025183347131915813,-0.02612674983274351,-0.0009434027008276974,-0.027070152533571208,0.014867000000000002,0.001589,0.0072046104,0.006832234,-0.051686,-0.0025324437967181087,-0.028659193629461618,0.0272162468406589,convergence,False
134517__314713,134517,314713,2022-02-25,2022-03-03,6,9.2830997790671,9.8836819131342,18.930257677482224,19.933277469845624,0.052985004718477995,-0.06469629201028096,-0.011711287291802965,-0.07640757930208392,0.012734,0.000164,0.0008325147,0.0008285175,-0.004801,-0.0118756708534468,-0.07657196286372775,-0.07149181469442449,convergence,False
134517__314713,134517,314713,2022-07-06,2022-08-17,42,8.65016104360065,8.2015643209329,17.2872330122128,16.470674744477275,-0.04723475799502758,0.05185992727842002,0.00462516928339244,0.05648509656181246,0.012734,0.001151,0.0007704398,0.0007603117,-0.013146,0.0034744843518855905,0.05533441163030561,0.06802618218644794,convergence,False
14849F__998511,14849F,998511,2022-03-16,2022-03-30,14,5.4697425288957,5.2414722977914,1.0934089596405558,1.0801370549123894,-0.012138097654265963,0.041733268046601366,0.029595170392335404,0.07132843843893677,0.035129,0.000384,0.1278028817,0.1277587979,-0.000345,0.029211608748499786,0.07094487679510116,0.07128574339095554,convergence,False
14849F__998511,14849F,998511,2022-11-10,2022-11-15,5,4.8681716405827995,4.8557787711042995,1.012166783324201,1.016430738411564,0.004212700078300575,0.0025456927966936715,0.0067583928749942465,0.009304085671687917,0.035129,0.000137,0.1276153148,0.127887863,0.002136,0.006621406573624384,0.009167099370318054,0.007026971625565024,convergence,False
151293__937357,151293,937357,2022-01-07,2022-01-11,4,1.83297720786085,1.777236405,0.3653794101906918,0.36736648947206296,0.005438399718074133,0.030409981434467173,0.035848381152541305,0.06625836258700848,0.022847,0.00011,0.1282799532,0.1282766737,-2.6e-05,0.035738792111445414,0.0661487735459126,0.06617447841599346,convergence,False
151293__937357,151293,937357,2022-01-13,2022-01-21,8,1.88333393428695,1.8665948585738998,0.3736340821303782,0.3870261205111297,0.03584265735179489,0.008888001967313194,0.044730659319108086,0.05361866128642128,0.022847,0.000219,0.1284546233,0.1284290574,-0.000199,0.044511481236916305,0.0533994832042295,0.053605684591436706,convergence,False
