date,daily_return,equity
2021-01-05,0.003570116850632564,1.0035701168506326
2021-01-06,-0.001712702198338329,1.001851300105316
2021-01-07,0.0,1.001851300105316
2021-01-08,0.0,1.001851300105316
2021-01-11,0.0007133743190907914,1.0025659950943588
2021-01-12,-1.9690178618501313e-05,1.0025462543908386
2021-01-13,0.0,1.0025462543908386
2021-01-14,0.0,1.0025462543908386
2021-01-15,0.0,1.0025462543908386
2021-01-19,0.0,1.0025462543908386
2021-01-20,0.0,1.0025462543908386
2021-01-21,0.0,1.0025462543908386
2021-01-22,0.0,1.0025462543908386
2021-01-25,0.0,1.0025462543908386
2021-01-26,0.0,1.0025462543908386
2021-01-27,0.0,1.0025462543908386
2021-01-28,0.0,1.0025462543908386
2021-01-29,0.0,1.0025462543908386
2021-02-01,0.0,1.0025462543908386
2021-02-02,0.0,1.0025462543908386
2021-02-03,0.0,1.0025462543908386
2021-02-04,0.0,1.0025462543908386
2021-02-05,0.0,1.0025462543908386
2021-02-08,0.0,1.0025462543908386
2021-02-09,0.0,1.0025462543908386
2021-02-10,0.0,1.0025462543908386
2021-02-11,0.0,1.0025462543908386
2021-02-12,0.0,1.0025462543908386
2021-02-16,0.0,1.0025462543908386
2021-02-17,0.0,1.0025462543908386
2021-02-18,0.0,1.0025462543908386
2021-02-19,0.0,1.0025462543908386
2021-02-22,0.0,1.0025462543908386
2021-02-23,0.0,1.0025462543908386
2021-02-24,0.0,1.0025462543908386
2021-02-25,0.0,1.0025462543908386
2021-02-26,0.0,1.0025462543908386
2021-03-01,0.0,1.0025462543908386
2021-03-02,0.0,1.0025462543908386
2021-03-03,0.0,1.0025462543908386
2021-03-04,0.0,1.0025462543908386
2021-03-05,0.0,1.0025462543908386
2021-03-08,0.0,1.0025462543908386
2021-03-09,0.0,1.0025462543908386
2021-03-10,0.0,1.0025462543908386
2021-03-11,0.0,1.0025462543908386
2021-03-12,0.0,1.0025462543908386
2021-03-15,0.0,1.0025462543908386
2021-03-16,0.0,1.0025462543908386
2021-03-17,0.0,1.0025462543908386
2021-03-18,0.0,1.0025462543908386
2021-03-19,0.0,1.0025462543908386
2021-03-22,0.0,1.0025462543908386
2021-03-23,0.0,1.0025462543908386
2021-03-24,0.0,1.0025462543908386
2021-03-25,0.0,1.0025462543908386
2021-03-26,0.0,1.0025462543908386
2021-03-29,0.0,1.0025462543908386
2021-03-30,0.0,1.0025462543908386
2021-03-31,0.0,1.0025462543908386
2021-04-01,0.0,1.0025462543908386
2021-04-05,0.0,1.0025462543908386
2021-04-06,0.0,1.0025462543908386
2021-04-07,0.0,1.0025462543908386
2021-04-08,0.0,1.0025462543908386
2021-04-09,0.0,1.0025462543908386
2021-04-12,0.0,1.0025462543908386
2021-04-13,0.0,1.0025462543908386
2021-04-14,0.0,1.0025462543908386
2021-04-15,0.0,1.0025462543908386
2021-04-16,0.0,1.0025462543908386
2021-04-19,0.0,1.0025462543908386
2021-04-20,0.0,1.0025462543908386
2021-04-21,0.0,1.0025462543908386
2021-04-22,0.0,1.0025462543908386
2021-04-23,0.0,1.0025462543908386
2021-04-26,0.0,1.0025462543908386
2021-04-27,0.0,1.0025462543908386
2021-04-28,0.0,1.0025462543908386
2021-04-29,0.0,1.0025462543908386
2021-04-30,0.0,1.0025462543908386
2021-05-03,0.0,1.0025462543908386
2021-05-04,0.0009783029731581638,1.0035270483722378
2021-05-05,0.0024646942603870044,1.006000435728504
2021-05-06,-0.0008511652737666705,1.0051441630922178
2021-05-07,-0.0007916220027095385,1.004348468856819
2021-05-10,0.000827564354253919,1.0051796318488944
2021-05-11,-0.002913519802895701,1.0022510210860351
2021-05-12,0.0010723490086902484,1.0033257839749556
2021-05-13,0.0007948982214575808,1.00412332585618
2021-05-14,-0.0016758892581541138,1.0024405263605156
2021-05-17,-0.0004962732780352055,1.0019430419144633
2021-05-18,3.4655252099782516e-05,1.0019777645031704
2021-05-19,0.00038271395416308206,1.0023612353754068
2021-05-20,0.001989104587278758,1.0043550367068026
2021-05-21,0.0,1.0043550367068026
2021-05-24,0.0,1.0043550367068026
2021-05-25,0.0,1.0043550367068026
2021-05-26,0.0,1.0043550367068026
2021-05-27,0.0,1.0043550367068026
2021-05-28,0.0,1.0043550367068026
2021-06-01,0.0,1.0043550367068026
2021-06-02,0.0,1.0043550367068026
2021-06-03,0.0,1.0043550367068026
2021-06-04,0.0,1.0043550367068026
2021-06-07,0.0,1.0043550367068026
2021-06-08,0.0,1.0043550367068026
2021-06-09,0.0,1.0043550367068026
2021-06-10,0.0,1.0043550367068026
2021-06-11,0.0,1.0043550367068026
2021-06-14,-0.00026941509015196517,1.0040844483040436
2021-06-15,0.000756111386953834,1.0048436479888696
2021-06-16,-0.001032739199077312,1.0038059065646476
2021-06-17,0.00033664778396684276,1.0041438355986254
2021-06-18,0.0004904387439122455,1.0046363066400636
