cell,frictionless_sharpe,realism_sharpe,delta,ann_ret,ann_vol,mdd,n_trades
pc_realism,1.028,0.572,-0.456,0.016630270200551855,0.029632440957084786,-0.09823270565849007,37551
factor_realism,1.013,0.578,-0.436,0.018137582990482404,0.03199870064675325,-0.06563006459459231,23520
