date,daily_return,equity
2021-01-05,0.0012333449518362283,1.0012333449518362
2021-01-06,0.0025082859138103146,1.0037447244474162
2021-01-07,0.001692855483993763,1.0054439192087268
2021-01-08,-0.001178542062448832,1.004258961258506
2021-01-11,0.001121890785304214,1.005385630133201
2021-01-12,-0.005450493497719465,0.9999057822934594
2021-01-13,-0.0021619090583395043,0.9977440769252331
2021-01-14,0.001535011760961998,0.9992756258177437
2021-01-15,-0.000533878991448416,0.9987421335544531
2021-01-19,0.0023431091127798834,1.0010822953489018
2021-01-20,0.0008198179597367128,1.0019030005938032
2021-01-21,-0.0017430289781226425,1.0001566546305003
2021-01-22,0.0019445494161906003,1.0021015086693612
2021-01-25,0.0009230070116984727,1.0030264553882968
2021-01-26,0.001003817320112225,1.0040333107167463
2021-01-27,0.0017005338970317804,1.0057407033953691
2021-01-28,0.0019825934758792166,1.007734678352347
2021-01-29,-0.0017028903101763923,1.0060186167333522
2021-02-01,0.014224851372750567,1.0203290820346043
2021-02-02,0.004938604920331787,1.0253680842594979
2021-02-03,-0.001846708654379689,1.0234745281443711
2021-02-04,0.001937551200914317,1.0254575624454825
2021-02-05,0.004771472328693915,1.0303505048289412
2021-02-08,0.001563770932059403,1.0319617369982255
2021-02-09,0.0001050894895026017,1.0320701853303527
2021-02-10,0.003129776211497095,1.0353003340449949
2021-02-11,2.7021581623286047e-05,1.035328309497476
2021-02-12,0.005009911724063529,1.0405152129334823
2021-02-16,-0.004534034640556311,1.035797480914016
2021-02-17,0.0033745375587993813,1.0392928184166703
2021-02-18,0.0004984959505989355,1.0398109016781376
2021-02-19,0.005058947698757098,1.0450712506463247
2021-02-22,0.0,1.0450712506463247
2021-02-23,0.0002002995106217517,1.045280577906394
2021-02-24,0.0023978135675512976,1.047786965857996
2021-02-25,-0.0021612433226432448,1.0455224432744827
2021-02-26,0.007316633039027803,1.0531721473259898
2021-03-01,0.0027341195010826954,1.0560516458319908
2021-03-02,-0.005537270139506702,1.0502040025877486
2021-03-03,-0.0032067186575660558,1.0468362938184
2021-03-04,-0.001385588521626856,1.0453858094656627
2021-03-05,0.005708642405802754,1.051353543228003
2021-03-08,0.0031795544587262027,1.0546963790740713
2021-03-09,0.0010415652046063685,1.055794914123939
2021-03-10,-0.0011350551533562381,1.0545965286657755
2021-03-11,0.002847323611911915,1.057599306262886
2021-03-12,0.001776325321599509,1.0594779466907067
2021-03-15,0.0032795691689292915,1.062952577899834
2021-03-16,0.0004634412746793405,1.0634451939974596
2021-03-17,0.0032463113719851167,1.0668974682242165
2021-03-18,0.003313667406629163,1.0704328115908863
2021-03-19,0.0,1.0704328115908863
2021-03-22,-0.0013877817644169339,1.068947284454927
2021-03-23,0.007494092131965875,1.0769580738888471
