pair_id,adr_ticker,underlying_ticker,open_date,close_date,duration_days,adr_open_price,adr_cover_price,local_open_price_usd,local_close_price_usd,local_return,adr_return,roce,ruce,roll_cost_pct,roce_net,ruce_net,close_reason,was_aborted
510442__929995,510442,929995,2017-11-21,2017-12-13,22,21.64,21.600007,21.675142431,21.520280885600002,-0.00714466102785626,0.0018481053604435793,-0.00529655566741268,-0.0034484503069691012,0.038555,-0.04385155566741268,-0.0420034503069691,convergence,False
510442__929995,510442,929995,2018-01-17,2018-01-18,1,23.25,22.490006,0.0,0.0,0.0,0.032687913978494576,0.032687913978494576,0.06537582795698915,0.038555,-0.005867086021505423,0.026820827956989153,overnight_abort,True
510442__929995,510442,929995,2018-02-06,2018-02-07,1,21.289994,20.130005,0.0,0.0,0.0,0.05448517270601389,0.05448517270601389,0.10897034541202778,0.038555,0.015930172706013893,0.07041534541202779,overnight_abort,True
510442__929995,510442,929995,2019-01-07,2019-01-11,4,17.110001,16.369996,16.564446936000003,16.812530355,0.014976860981746979,0.04324985135886316,0.05822671234061014,0.1014765636994733,0.038555,0.019671712340610138,0.0629215636994733,convergence,False
510442__929995,510442,929995,2019-10-11,2019-10-17,6,19.869996,19.300004,19.5581276925,19.5002990169,-0.002956759282340477,0.028686065160757918,0.02572930587841744,0.05441537103917536,0.038555,-0.012825694121582559,0.015860371039175362,convergence,False
510442__929995,510442,929995,2019-11-29,2019-12-03,1,19.350007,19.029999,0.0,0.0,0.0,0.01653787515425712,0.01653787515425712,0.03307575030851424,0.038555,-0.022017124845742878,-0.005479249691485756,overnight_abort,True
510442__929995,510442,929995,2020-04-30,2020-05-01,1,16.699997,15.32,0.0,0.0,0.0,0.08263456574273632,0.08263456574273632,0.16526913148547265,0.038555,0.044079565742736325,0.12671413148547264,overnight_abort,True
510442__929995,510442,929995,2020-07-06,2020-07-07,1,16.399994,15.4,0.0,0.0,0.0,0.060975266210463196,0.060975266210463196,0.12195053242092639,0.038555,0.022420266210463197,0.0833955324209264,overnight_abort,True
510442__929995,510442,929995,2020-11-04,2020-11-12,8,16.399994,17.210007,16.256227821,17.2444950839,0.060793147941944015,-0.049391054655263986,0.011402093286680029,-0.03798896136858396,0.038555,-0.02715290671331997,-0.07654396136858396,convergence,False
510442__929995,510442,929995,2021-02-01,2021-02-05,4,19.279999,18.774994,18.749406177999997,18.780545743,0.0016608293993087605,0.026193206752759716,0.027854036152068475,0.054047242904828194,0.038555,-0.010700963847931524,0.015492242904828195,convergence,False
510442__929995,510442,929995,2021-09-16,2021-09-27,11,15.41,14.210001,15.057966268800001,14.5205602204,-0.035689152094430084,0.07787144711226476,0.04218229501783468,0.12005374213009945,0.038555,0.0036272950178346808,0.08149874213009944,convergence,False
510442__929995,510442,929995,2021-10-20,2021-10-21,1,14.060001,13.600001,0.0,0.0,0.0,0.03271692512681892,0.03271692512681892,0.06543385025363783,0.038555,-0.005838074873181082,0.026878850253637836,overnight_abort,True
510442__929995,510442,929995,2022-01-31,2022-03-01,29,12.7,11.73,12.0206713808,12.027326953000001,0.0005536772439043681,0.07637795275590542,0.07693162999980979,0.1533095827557152,0.038555,0.03837662999980979,0.1147545827557152,convergence,False
510442__929995,510442,929995,2022-04-01,2022-04-07,1,11.350001,10.48,0.0,0.0,0.0,0.07665206373109572,0.07665206373109572,0.15330412746219144,0.038555,0.03809706373109572,0.11474912746219143,overnight_abort,True
510442__929995,510442,929995,2022-07-11,2022-07-12,1,10.65,10.15,0.0,0.0,0.0,0.046948356807511735,0.046948356807511735,0.09389671361502347,0.038555,0.008393356807511736,0.05534171361502347,overnight_abort,True
510442__929995,510442,929995,2022-11-18,2022-12-01,13,9.1899996,9.4700003,9.0899497216,9.7867457156,0.0766556488584572,-0.03046797738707197,0.046187671471385236,0.015719694084313264,0.038555,0.007632671471385237,-0.022835305915686735,convergence,False
510442__929995,510442,929995,2022-12-13,2022-12-16,3,9.8699999,9.5100003,9.7042279733,9.6265675044,-0.008002745722140171,0.0364741239764349,0.02847137825429473,0.06494550223072963,0.038555,-0.01008362174570527,0.026390502230729633,convergence,False
510442__929995,510442,929995,2023-06-07,2023-06-20,13,9.8800002,9.6875,9.800491849,9.8052376885,0.0004842450331188434,0.019483825516521707,0.01996807054964055,0.039451896066162256,0.038555,-0.01858692945035945,0.0008968960661622574,convergence,False
510442__929995,510442,929995,2023-10-02,2023-10-10,1,9.6700001,9.2849999,0.0,0.0,0.0,0.03981387756138685,0.03981387756138685,0.0796277551227737,0.038555,0.0012588775613868522,0.0410727551227737,overnight_abort,True
510442__929995,510442,929995,2024-02-22,2024-02-26,1,8.6400004,8.25,0.0,0.0,0.0,0.045138933095419755,0.045138933095419755,0.09027786619083951,0.038555,0.006583933095419756,0.05172286619083951,overnight_abort,True
510442__929995,510442,929995,2024-06-17,2024-06-25,8,9.0889998,8.3400002,9.16231195715,8.63780036185,-0.057246642305241145,0.08240726333826076,0.025160621033019616,0.10756788437128037,0.038555,-0.013394378966980383,0.06901288437128036,convergence,False
510442__929995,510442,929995,2024-07-19,2024-08-16,28,9.0100003,9.0500002,9.2632942976,9.21747906165,-0.0049458901421139435,-0.0044395004071198264,-0.00938539054923377,-0.013824890956353596,0.038555,-0.04794039054923377,-0.05237989095635359,convergence,False
510442__929995,510442,929995,2024-08-28,2024-09-24,27,9.75,9.3470002,9.2458599108,9.8512881936,0.06548101405828194,0.041333312820512814,0.10681432687879475,0.14814763969930755,0.038555,0.06825932687879474,0.10959263969930755,convergence,False
510442__929995,510442,929995,2024-10-09,2024-10-10,1,10.140001,9.6999999,0.0,0.0,0.0,0.043392609132878776,0.043392609132878776,0.08678521826575755,0.038555,0.004837609132878777,0.04823021826575755,overnight_abort,True
510442__929995,510442,929995,2025-11-17,2025-11-21,4,8.6099997,7.9499999,7.9692659385,8.0757052317,0.013356223022472576,0.07665503170691162,0.0900112547293842,0.16666628643629583,0.038555,0.051456254729384206,0.12811128643629582,convergence,False
510442__929995,510442,929995,2026-02-18,2026-03-11,21,11.430001,9.8999997,10.59164925975,10.0251651971,-0.053484027723872236,0.13385836974117502,0.08037434201730279,0.2142327117584778,0.038555,0.04181934201730279,0.1756777117584778,convergence,False
13869U__756413,13869U,756413,2016-11-07,2016-11-08,1,4.4899998,4.3400002,0.0,0.0,0.0,0.03340748478429759,0.03340748478429759,0.06681496956859519,0.030074,0.0033334847842975933,0.03674096956859518,overnight_abort,True
13869U__756413,13869U,756413,2016-12-15,2016-12-16,1,4.3199997,4.1000004,0.0,0.0,0.0,0.050925767425400614,0.050925767425400614,0.10185153485080123,0.030074,0.020851767425400614,0.07177753485080123,overnight_abort,True
13869U__756413,13869U,756413,2017-01-18,2017-01-27,9,4.4899998,4.6000004,2.2301713249806596,2.3328106160252498,0.04602305208344486,-0.02449902113581391,0.021524030947630945,-0.002974990188182966,0.030074,-0.008549969052369055,-0.03304899018818297,convergence,False
13869U__756413,13869U,756413,2017-08-29,2017-08-31,2,5.6099997,5.5,2.7382153697158023,2.787920309322981,0.018152311960887783,0.019607790709864095,0.037760102670751874,0.05736789338061597,0.030074,0.007686102670751874,0.027293893380615972,convergence,False
13869U__756413,13869U,756413,2018-02-07,2018-02-08,1,5.4399996,5.3400002,0.0,0.0,0.0,0.018382243998694363,0.018382243998694363,0.036764487997388726,0.030074,-0.011691756001305637,0.006690487997388726,overnight_abort,True
13869U__756413,13869U,756413,2018-03-09,2018-03-13,1,5.5857401,5.58,0.0,0.0,0.0,0.001027634636992812,0.001027634636992812,0.002055269273985624,0.030074,-0.029046365363007188,-0.028018730726014376,overnight_abort,True
13869U__756413,13869U,756413,2018-03-27,2018-03-29,1,5.5699997,5.4399996,0.0,0.0,0.0,0.023339336984165397,0.023339336984165397,0.046678673968330794,0.030074,-0.006734663015834603,0.016604673968330794,overnight_abort,True
13869U__756413,13869U,756413,2018-04-26,2018-05-02,6,5.7600003,5.54,2.8357035714689265,2.8134244781633395,-0.007856636895952474,0.03819449453848114,0.030337857642528665,0.0685323521810098,0.030074,0.000263857642528665,0.03845835218100979,convergence,False
13869U__756413,13869U,756413,2018-07-17,2018-07-19,2,4.75,4.6000004,2.277971348501977,2.3124344703084576,0.015128865351684067,0.031578863157894765,0.046707728509578834,0.07828659166747359,0.030074,0.016633728509578834,0.04821259166747359,convergence,False
13869U__756413,13869U,756413,2019-07-12,2019-07-15,1,5.58,5.3900004,0.0,0.0,0.0,0.03405010752688175,0.03405010752688175,0.0681002150537635,0.030074,0.00397610752688175,0.038026215053763496,overnight_abort,True
13869U__756413,13869U,756413,2019-12-12,2019-12-18,6,5.58,5.3500004,2.7085871064494618,2.707788529107702,-0.00029483170020942057,0.04121856630824376,0.04092373460803434,0.08214230091627811,0.030074,0.010849734608034341,0.05206830091627811,convergence,False
13869U__756413,13869U,756413,2020-02-11,2020-02-14,3,5.5,5.33,2.697731892472255,2.672798031328211,-0.009242527477848832,0.030909090909090896,0.021666563431242063,0.05257565434033296,0.030074,-0.008407436568757937,0.022501654340332963,convergence,False
