pair_id,open_date,close_date,ruce_net,vol_regime,vol_level,year
133553__745287,2023-03-17,2023-03-21,0.0360818701576973,high,0.1490902284357454,2023
133553__745287,2023-07-12,2023-07-13,-0.007252179599992,medium,0.11759307412916176,2023
133553__745287,2023-10-06,2023-10-09,0.014421561097642,high,0.15550083137606288,2023
134093__740847,2022-01-27,2022-02-01,-0.0224797150279599,medium,0.14143973941785626,2022
134093__740847,2022-02-02,2022-02-03,0.0474350313715027,high,0.15614680127733274,2022
134093__740847,2022-06-17,2022-06-23,-0.0208890948198717,high,0.16726843703245786,2022
134093__740847,2022-07-19,2022-07-22,0.0010298721868061,high,0.1596153483004379,2022
134093__740847,2022-08-29,2022-10-26,-0.0286591936294616,high,0.15167503101564123,2022
134093__740847,2023-05-12,2023-05-16,0.013446279919691,low,0.08052074747552071,2023
134093__740847,2023-05-26,2023-06-28,-0.0345094463499556,low,0.09115906283788683,2023
134093__740847,2023-06-29,2023-09-27,-0.0436919751930799,medium,0.1265940837458608,2023
134093__740847,2023-12-22,2024-02-08,0.0172185971452693,medium,0.10848438366717467,2023
134093__740847,2024-08-27,2024-09-27,0.0822474868754871,high,0.3300269224673922,2024
134517__314713,2022-02-25,2022-03-03,-0.0765719628637277,high,0.15884629040937046,2022
134517__314713,2022-07-06,2022-08-17,0.0553344116303056,high,0.17916362244139028,2022
134517__314713,2023-11-02,2023-12-12,-0.1726737532590234,medium,0.13798946396536213,2023
134517__314713,2024-02-06,2024-02-13,0.0188103409386464,medium,0.11219868118463404,2024
134517__314713,2024-02-23,2024-03-15,-0.0171653506141884,medium,0.1077670481867463,2024
134517__314713,2024-03-28,2024-04-01,0.051872790421707,low,0.10674289345677111,2024
134517__314713,2024-05-30,2024-06-07,0.0054511399250561,medium,0.11151610875847573,2024
134517__314713,2024-07-03,2024-07-15,0.0244564165314614,low,0.0944188117348802,2024
134517__314713,2024-07-17,2024-07-18,0.083271269255581,low,0.10068415034968989,2024
134517__314713,2024-08-08,2024-08-12,0.0333236589565646,high,0.32464545669788364,2024
134517__314713,2024-08-14,2024-08-16,0.0429665804538315,high,0.328404817835752,2024
134517__314713,2024-11-19,2024-11-27,0.0359569101329618,low,0.10206686251433951,2024
134517__314713,2024-11-29,2024-12-02,0.115441107693663,low,0.08886542722932413,2024
134517__314713,2024-12-06,2024-12-11,0.0831937923062064,low,0.08548518285817287,2024
14849F__998511,2022-03-16,2022-03-30,0.0709448767951011,high,0.2495708971126369,2022
14849F__998511,2022-11-10,2022-11-15,0.009167099370318,high,0.18856504412036043,2022
14849F__998511,2023-05-23,2023-05-25,0.1742723342703888,low,0.08838941830983296,2023
14849F__998511,2023-07-12,2023-07-28,0.0769865432371049,medium,0.11759307412916176,2023
14849F__998511,2024-03-13,2024-04-10,0.2735597747578141,low,0.09595329692809773,2024
14849F__998511,2024-11-04,2024-11-08,0.1181813559987976,high,0.15142793609440006,2024
151293__937357,2022-01-07,2022-01-11,0.0661487735459126,medium,0.1243875464122688,2022
151293__937357,2022-01-13,2022-01-21,0.0533994832042295,medium,0.13087720158210994,2022
151293__937357,2022-01-26,2022-01-28,0.0905407337475312,medium,0.12621812295865223,2022
151293__937357,2022-02-08,2022-03-22,0.124421413551263,high,0.15117235269454316,2022
151293__937357,2022-11-03,2022-11-25,0.0964475274639497,high,0.20124439647267406,2022
151293__937357,2023-03-10,2023-03-13,0.091799655782827,medium,0.10989845995621186,2023
151293__937357,2023-04-14,2023-04-19,0.0342491727307661,medium,0.12098735174374468,2023
151293__937357,2023-06-20,2023-07-05,0.0525273787983367,medium,0.12843128421437122,2023
151293__937357,2023-07-14,2023-07-25,0.1001671728850936,medium,0.121504000865785,2023
151293__937357,2023-11-10,2023-11-16,0.028107416307418,high,0.1580374302722495,2023
151293__937357,2023-11-20,2023-11-24,0.04372476819468,high,0.15670676057566277,2023
151293__937357,2023-12-04,2023-12-14,0.0434711915539554,medium,0.1214800224130303,2023
151293__937357,2024-01-23,2024-01-24,0.0540595988940029,medium,0.11669141053633687,2024
151293__937357,2024-02-05,2024-02-16,0.0937261082300126,medium,0.11165445259090273,2024
151293__937357,2024-06-11,2024-08-05,0.1361446783496144,medium,0.10785150866115982,2024
151293__937357,2024-11-07,2024-11-12,0.0668767513923191,low,0.09750221703578518,2024
151293__937357,2024-12-27,2024-12-30,0.0953836139344793,low,0.09665709393609032,2024
151377__912644,2022-03-09,2022-03-10,0.0433993727090222,high,0.17309003007122534,2022
151377__912644,2022-04-04,2022-04-08,0.150145493964124,high,0.24946024289424149,2022
151377__912644,2022-04-27,2022-05-02,0.1153302518646392,medium,0.1362568855510616,2022
151377__912644,2022-05-10,2022-05-11,0.184565159214817,high,0.15339994951693436,2022
151377__912644,2022-10-13,2022-10-14,0.1069907375921088,high,0.21335208574043607,2022
151377__912644,2023-03-06,2023-03-10,0.0340271137900365,low,0.09220531326484736,2023
151377__912644,2023-05-12,2023-05-30,0.0127923908122408,low,0.08052074747552071,2023
151377__912644,2024-01-09,2024-03-05,0.1244222418185054,low,0.10042346569721874,2024
151377__912644,2024-08-05,2024-08-06,0.0311399884616336,high,0.2833877714480244,2024
151377__912644,2024-08-26,2024-08-29,0.1719753174623738,high,0.33074313625062607,2024
151377__912644,2024-11-14,2024-11-15,0.1709564933393641,low,0.10448480733790093,2024
151426__315299,2022-01-27,2022-01-28,0.0819251983431862,medium,0.14143973941785626,2022
151426__315299,2022-02-25,2022-02-28,0.0703979419157172,high,0.15884629040937046,2022
151426__315299,2022-03-16,2022-03-22,-0.0048815456488867,high,0.2495708971126369,2022
151426__315299,2022-04-11,2022-04-12,0.0833071180887041,high,0.229960572607337,2022
151426__315299,2023-09-20,2023-09-21,0.2038423152007949,medium,0.11251379011453586,2023
151426__315299,2023-10-10,2023-10-12,0.1855945129407823,high,0.15944363210687132,2023
151426__315299,2023-11-29,2023-12-01,0.0703561332539767,high,0.15328686088315183,2023
151426__315299,2024-01-08,2024-01-19,0.1569543215343463,low,0.09957593808833981,2024
151426__315299,2024-02-22,2024-02-27,0.1606072194944458,medium,0.11269436513541546,2024
151426__315299,2024-11-21,2024-12-23,0.3265529451974556,low,0.09966618918097292,2024
151440__916546,2022-02-25,2022-02-28,0.0828218203800091,high,0.15884629040937046,2022
151440__916546,2022-03-09,2022-03-10,-0.0655102793844729,high,0.17309003007122534,2022
151440__916546,2022-03-16,2022-03-17,0.0089320101612587,high,0.2495708971126369,2022
151440__916546,2022-09-28,2022-10-05,0.0131596974820527,high,0.166012560979196,2022
151440__916546,2022-10-26,2022-11-02,0.0154351863485079,high,0.21502805763630078,2022
151440__916546,2022-11-04,2022-11-09,0.0400717135287738,high,0.20897372209000226,2022
151440__916546,2022-11-10,2022-11-15,-0.0520545076778956,high,0.18856504412036043,2022
151440__916546,2023-06-28,2023-06-29,0.0037130896869473,medium,0.12478698168586458,2023
151440__916546,2023-07-10,2023-07-14,-0.0224568031931171,medium,0.11952089334872325,2023
151440__916546,2023-07-24,2023-07-27,0.0154415631879244,medium,0.10747884830121648,2023
151440__916546,2023-10-09,2023-10-12,0.0097988373231275,high,0.1553256220985469,2023
151440__916546,2023-12-05,2023-12-06,-0.2171923547101129,medium,0.11866546476414064,2023
151440__916546,2024-01-24,2024-01-29,0.0401376465272747,medium,0.11330226739406184,2024
151440__916546,2024-06-12,2024-06-13,-0.0938929977834997,medium,0.10965878811323829,2024
151440__916546,2024-07-02,2024-07-08,-0.0203729328090779,low,0.09202201098235992,2024
151440__916546,2024-07-10,2024-07-18,0.0238528673127744,low,0.09540803438050431,2024
151440__916546,2024-07-22,2024-07-24,0.0377715349614172,medium,0.10789093597588789,2024
151440__916546,2024-09-11,2024-09-12,0.0857975265609,medium,0.12894216963775204,2024
151440__916546,2024-12-09,2024-12-12,0.0452210203772984,low,0.09023482532774013,2024
151444__315891,2022-03-08,2022-03-18,0.2482488629521963,high,0.18535255509891166,2022
151444__315891,2022-06-09,2022-06-24,0.3960114004477325,high,0.1435429212294425,2022
151444__315891,2022-08-16,2022-08-17,0.3872448138547743,medium,0.13753158226116136,2022
151497__951407,2022-01-19,2022-01-24,0.0531019722032951,medium,0.1106903055131513,2022
151497__951407,2022-01-25,2022-01-26,0.0399165933974395,medium,0.12620288123504203,2022
151497__951407,2022-01-31,2022-02-07,0.071960527820388,high,0.14660688415400552,2022
151497__951407,2022-03-16,2022-03-17,0.0042415859956934,high,0.2495708971126369,2022
151497__951407,2022-07-29,2022-08-01,0.1712247526647451,medium,0.1385331691000267,2022
151497__951407,2022-09-19,2022-09-23,0.0717028387162474,high,0.14981796907017123,2022
151497__951407,2022-09-28,2022-10-06,0.0132945973699184,high,0.166012560979196,2022
151497__951407,2022-11-11,2022-11-14,0.0048871686249726,high,0.22698551276181267,2022
151497__951407,2023-06-06,2023-06-07,0.0666685592738711,medium,0.12686680519368418,2023
151497__951407,2023-07-24,2023-07-25,-0.0040162984553838,medium,0.10747884830121648,2023
151497__951407,2023-09-05,2023-09-06,0.038617038701824,medium,0.11849516688318526,2023
151497__951407,2023-09-28,2023-10-27,0.0427065088263352,medium,0.1343519552862455,2023
151497__951407,2023-11-14,2023-11-16,0.0368429682504504,high,0.1517317753873554,2023
151497__951407,2024-04-09,2024-04-10,0.0394236347256477,medium,0.11164565370645349,2024
151497__951407,2024-04-16,2024-05-07,0.0221932548761676,medium,0.12519142770631606,2024
151497__951407,2024-08-14,2024-08-20,0.0603469588750844,high,0.328404817835752,2024
151497__951407,2024-08-23,2024-08-29,-0.0006005822933475,high,0.33326602708349146,2024
151497__951407,2024-09-24,2024-09-30,-0.1549116711104606,high,0.1522520192616947,2024
151497__951407,2024-10-07,2024-10-14,0.1924686311774283,high,0.16002159662074622,2024
151497__951407,2024-11-29,2024-12-04,0.0657898755173289,low,0.08886542722932413,2024
151516__951410,2022-02-22,2022-02-24,0.1632307841727618,high,0.15420512647011975,2022
151516__951410,2022-03-14,2022-03-17,0.1056709368317537,high,0.20506619693380834,2022
151516__951410,2022-07-15,2022-07-28,0.1291939665440994,high,0.1555564239101565,2022
151516__951410,2022-08-01,2022-08-05,0.1406126786500555,medium,0.13866983312482195,2022
151516__951410,2022-08-15,2022-08-16,0.1814537471910128,medium,0.13758445901536695,2022
151516__951410,2023-01-04,2023-01-05,0.1590805916475716,high,0.14622973651712284,2023
151516__951410,2023-03-30,2023-04-18,0.0854285038406305,high,0.16933518518055082,2023
151516__951410,2023-05-22,2023-05-23,0.1429496122133798,low,0.09111632913711203,2023
151516__951410,2023-06-16,2023-06-26,0.2250143183623595,medium,0.12720475225516606,2023
151516__951410,2023-08-17,2023-08-18,0.2481383698594409,medium,0.1127999355025855,2023
151516__951410,2023-09-05,2023-09-06,0.1928232316094892,medium,0.11849516688318526,2023
151516__951410,2023-09-18,2023-09-19,0.2748873040922331,medium,0.10840480747909255,2023
151516__951410,2024-02-05,2024-02-06,0.1029453569722479,medium,0.11165445259090273,2024
151516__951410,2024-02-23,2024-02-27,0.2325883301138754,medium,0.1077670481867463,2024
151516__951410,2024-07-05,2024-07-09,0.2911215422358365,low,0.09843191602770592,2024
151516__951410,2024-08-12,2024-08-13,0.1916831781817378,high,0.32520563058495827,2024
151516__951410,2024-09-05,2024-09-09,0.3862844155449652,medium,0.12433660197383481,2024
151619__540775,2022-02-22,2022-02-23,0.1676372747754497,high,0.15420512647011975,2022
151619__540775,2022-03-02,2022-03-03,-0.0863715972890952,high,0.15319562263147377,2022
151619__540775,2022-03-16,2022-03-17,-0.0607651820154568,high,0.2495708971126369,2022
151619__540775,2022-03-18,2022-03-23,0.0787776263712077,high,0.28606497858574526,2022
151619__540775,2022-08-10,2022-08-11,-0.115665359654297,medium,0.13847463612166763,2022
151619__540775,2022-09-28,2022-09-29,0.0941559683317069,high,0.166012560979196,2022
151619__540775,2022-11-10,2022-11-15,-0.2127787828493738,high,0.18856504412036043,2022
151619__540775,2022-12-02,2022-12-05,0.0564847928234936,high,0.18524042984400227,2022
151619__540775,2023-02-23,2023-02-24,0.0297114153951815,low,0.084076547667533,2023
151619__540775,2023-06-27,2023-06-29,0.0470299825155956,medium,0.13551971108026092,2023
151619__540775,2023-07-12,2023-07-14,0.0004953115745411,medium,0.11759307412916176,2023
151619__540775,2023-07-24,2023-07-25,0.0379521180122153,medium,0.10747884830121648,2023
151619__540775,2023-11-14,2023-11-16,-0.044787482237221,high,0.1517317753873554,2023
151619__540775,2024-01-23,2024-01-25,0.0452598871749991,medium,0.11669141053633687,2024
151619__540775,2024-03-20,2024-03-21,0.0027224424025469,low,0.08384768641905294,2024
151619__540775,2024-07-16,2024-07-17,-0.0331794903166169,low,0.10052024485868939,2024
151619__540775,2024-07-30,2024-08-01,-0.0036439346226707,medium,0.12735222656894404,2024
151619__540775,2024-08-06,2024-08-07,0.0333948267498532,high,0.3249080887710488,2024
151619__540775,2024-09-24,2024-09-30,0.0414331318173047,high,0.1522520192616947,2024
151619__540775,2024-12-09,2024-12-10,0.086537399052564,low,0.09023482532774013,2024
151663__929587,2022-01-31,2022-02-03,-0.0498176194888019,high,0.14660688415400552,2022
151663__929587,2022-02-24,2022-03-01,0.0807459550291487,high,0.1582812130045568,2022
151663__929587,2022-03-09,2022-03-11,0.01138487173309,high,0.17309003007122534,2022
151663__929587,2022-03-15,2022-03-21,-0.045369658860164,high,0.2108689982559859,2022
151663__929587,2022-08-03,2022-08-08,0.0548615108596723,high,0.1450396003286683,2022
151663__929587,2022-10-28,2022-11-01,0.0040811432711797,high,0.2206133134676225,2022
151663__929587,2022-11-10,2022-11-14,-0.0100844770605055,high,0.18856504412036043,2022
151663__929587,2023-01-12,2023-01-18,0.0465584899054553,medium,0.1348155701567425,2023
151663__929587,2023-04-28,2023-05-02,0.0456886349218886,low,0.0903592314108011,2023
151663__929587,2023-07-18,2023-07-21,-0.0002644559413601,medium,0.12089745282479913,2023
151663__929587,2023-11-14,2023-11-15,0.0327508734143595,high,0.1517317753873554,2023
151663__929587,2023-12-22,2024-01-09,0.0036991868785694,medium,0.10848438366717467,2023
151663__929587,2024-08-06,2024-08-07,0.0174833744539765,high,0.3249080887710488,2024
151663__929587,2024-08-08,2024-08-14,0.046819269511653,high,0.32464545669788364,2024
151663__929587,2024-08-15,2024-08-20,-0.0032220842644961,high,0.3295301644045937,2024
151663__929587,2024-11-12,2024-11-15,0.0404717854807052,low,0.099199318894828,2024
25552J__938939,2022-01-27,2022-02-02,-0.0681298886152271,medium,0.14143973941785626,2022
25552J__938939,2022-02-15,2022-02-17,0.0134530062012015,high,0.15684090686054833,2022
25552J__938939,2022-03-09,2022-03-10,0.0570345340352275,high,0.17309003007122534,2022
25552J__938939,2022-07-28,2022-08-01,-0.0295742288970462,medium,0.14251331043914783,2022
25552J__938939,2022-11-10,2022-11-11,-0.0818058078780626,high,0.18856504412036043,2022
25552J__938939,2023-03-16,2023-03-17,0.00209381471875,medium,0.13387593580876786,2023
25552J__938939,2023-03-29,2023-04-04,0.0832198713819918,high,0.1696039103170503,2023
25552J__938939,2023-05-18,2023-05-23,0.0682495244884466,low,0.09138630133147338,2023
25552J__938939,2023-05-26,2023-05-30,-0.0332002356746453,low,0.09115906283788683,2023
25552J__938939,2023-07-21,2023-07-26,0.1235735961865604,medium,0.1074054237934999,2023
25552J__938939,2023-09-28,2023-10-11,1.9174976981620024,medium,0.1343519552862455,2023
25552J__938939,2024-01-16,2024-01-23,-0.0797618679737872,low,0.09432543631756843,2024
25552J__938939,2024-03-01,2024-03-04,0.0114519637538399,low,0.0987924575774583,2024
25552J__938939,2024-06-05,2024-06-06,0.0286206560091531,medium,0.11262017027150091,2024
25552J__938939,2024-06-25,2024-07-09,-0.1095816501308571,low,0.10458505373883263,2024
25552J__938939,2024-07-10,2024-07-11,0.1622315718924184,low,0.09540803438050431,2024
25552J__938939,2024-07-31,2024-08-01,0.0584618745361612,medium,0.1316718718371729,2024
25552J__938939,2024-08-05,2024-08-06,-0.0224979262335415,high,0.2833877714480244,2024
25552J__938939,2024-09-11,2024-09-13,-0.0409980396248565,medium,0.12894216963775204,2024
25552J__938939,2024-10-30,2024-10-31,0.1196848212060641,high,0.1700892022774853,2024
26133J__932252,2022-01-27,2022-01-28,-0.0017819054531028,medium,0.14143973941785626,2022
26133J__932252,2022-02-15,2022-02-16,0.0257236420669445,high,0.15684090686054833,2022
26133J__932252,2022-03-09,2022-03-10,0.0330014264591699,high,0.17309003007122534,2022
26133J__932252,2022-07-27,2022-08-01,-0.0221760748794557,high,0.14554097289683837,2022
26133J__932252,2022-11-04,2022-11-07,-0.0460454835887062,high,0.20897372209000226,2022
26133J__932252,2023-05-17,2023-05-23,0.0403489863382588,low,0.08744346644413653,2023
26133J__932252,2023-06-02,2023-06-05,0.0159476485948856,medium,0.12011791199604044,2023
26133J__932252,2023-07-28,2023-08-01,0.0473012776382625,medium,0.1129334108808542,2023
26133J__932252,2023-10-31,2023-11-09,-0.0525193018936401,high,0.14527823978787935,2023
26133J__932252,2024-01-10,2024-01-11,0.0090429820595678,low,0.09889579218783165,2024
26133J__932252,2024-04-26,2024-04-30,-0.0724626256391297,high,0.14728711588214927,2024
26133J__932252,2024-06-27,2024-07-11,0.0202775918771356,low,0.10637136933036381,2024
26133J__932252,2024-07-22,2024-07-23,0.0281667526467769,medium,0.10789093597588789,2024
26133J__932252,2024-08-05,2024-08-06,0.0810753411363095,high,0.2833877714480244,2024
266613__755996,2022-01-06,2022-02-11,0.2103885263056106,medium,0.12713437888676202,2022
266613__755996,2022-03-15,2022-03-25,0.2366306896033554,high,0.2108689982559859,2022
266613__755996,2022-07-08,2022-07-12,0.3162711226649317,high,0.18346561674865944,2022
266613__755996,2022-09-20,2022-09-29,0.4208587219299393,high,0.15300853758308453,2022
266613__755996,2022-10-28,2022-11-02,0.3615314977540849,high,0.2206133134676225,2022
266613__755996,2023-01-17,2023-01-26,0.2281229012536676,medium,0.1145512611539606,2023
266613__755996,2023-01-31,2023-02-07,0.2354442075687474,low,0.08788333518319721,2023
266613__755996,2023-05-19,2023-06-08,0.3418482593696385,low,0.08949955345427042,2023
266613__755996,2023-07-25,2023-07-26,0.3444319994283452,medium,0.11547867190454654,2023
266613__755996,2023-08-02,2023-08-08,0.3014555173978014,medium,0.11875197463156134,2023
266613__755996,2023-08-09,2023-08-11,0.2656954427947312,low,0.1051305210033704,2023
266613__755996,2024-01-17,2024-01-26,0.2024422567135771,medium,0.1115739058138196,2024
266613__755996,2024-01-29,2024-02-02,0.2057856022726299,medium,0.11958236448691657,2024
266613__755996,2024-02-09,2024-02-13,0.3516324865168441,medium,0.11162467287355371,2024
266613__755996,2024-03-07,2024-03-12,0.2188049540994746,low,0.10639648126355092,2024
266613__755996,2024-03-14,2024-03-15,0.2946887196499835,low,0.09602963194779106,2024
266613__755996,2024-04-15,2024-04-18,0.3063159465655194,medium,0.10798790613362197,2024
266613__755996,2024-08-07,2024-09-17,0.2144061958580257,high,0.3317077579429849,2024
266613__755996,2024-10-04,2024-10-17,0.2637578868698428,high,0.16221866592699852,2024
266613__755996,2024-10-24,2024-10-29,0.2444991221534593,high,0.18544496573258604,2024
26981M__26030V,2022-01-05,2022-01-21,-0.0467611807645272,medium,0.11955578745585677,2022
26981M__26030V,2022-01-25,2022-02-07,-0.0095812541000694,medium,0.12620288123504203,2022
26981M__26030V,2022-03-15,2022-03-17,-0.0213968262425686,high,0.2108689982559859,2022
26981M__26030V,2022-03-18,2022-03-22,0.0545195815055359,high,0.28606497858574526,2022
26981M__26030V,2022-03-29,2022-03-30,-0.0396845214764359,high,0.2761103640339868,2022
26981M__26030V,2022-09-28,2022-09-30,0.0385195779810116,high,0.166012560979196,2022
26981M__26030V,2022-10-03,2022-10-06,-0.0332152493129958,high,0.16327089467540187,2022
26981M__26030V,2022-10-13,2022-10-14,0.0415844276527979,high,0.21335208574043607,2022
26981M__26030V,2022-11-10,2022-11-16,0.0669196982140849,high,0.18856504412036043,2022
26981M__26030V,2023-03-14,2023-03-15,0.0596339004082398,medium,0.12832330826861948,2023
26981M__26030V,2023-03-20,2023-03-23,0.0073662388770374,high,0.15518162397903154,2023
26981M__26030V,2023-06-01,2023-06-12,-0.0277951536494135,low,0.09138732637312125,2023
26981M__26030V,2023-07-07,2023-07-18,-0.0058877617141476,medium,0.12046771038293808,2023
26981M__26030V,2023-07-24,2023-07-27,-0.0075816410706516,medium,0.10747884830121648,2023
26981M__26030V,2023-11-14,2023-11-16,-0.0044076953330597,high,0.1517317753873554,2023
26981M__26030V,2023-11-24,2023-11-29,0.0740820580031573,high,0.1515892442885686,2023
26981M__26030V,2024-03-07,2024-03-14,0.0222484228349806,low,0.10639648126355092,2024
26981M__26030V,2024-03-20,2024-03-21,-0.0134271609023246,low,0.08384768641905294,2024
26981M__26030V,2024-03-26,2024-04-10,-0.0416875519965932,low,0.09838459259636606,2024
26981M__26030V,2024-04-17,2024-04-24,-0.0055576340289189,medium,0.12674103290044295,2024
26981M__26030V,2024-05-02,2024-05-07,0.0402151523749695,high,0.15090253498515666,2024
26981M__26030V,2024-06-17,2024-06-20,0.033594843867689,medium,0.1073567583359346,2024
26981M__26030V,2024-07-02,2024-07-08,0.1322232940374419,low,0.09202201098235992,2024
26981M__26030V,2024-09-12,2024-09-17,0.0254719453968681,medium,0.14227042383140925,2024
26981M__26030V,2024-09-26,2024-09-30,0.0800828705125935,high,0.17880646538348619,2024
26981M__26030V,2024-12-27,2024-12-31,0.0791741347807133,low,0.09665709393609032,2024
2721ME__32307F,2022-01-03,2022-01-12,0.0522673538859622,medium,0.13129469903056668,2022
2721ME__32307F,2022-01-31,2022-02-10,0.0709898522812521,high,0.14660688415400552,2022
2721ME__32307F,2022-03-16,2022-03-17,0.1435792968484604,high,0.2495708971126369,2022
2721ME__32307F,2022-11-10,2022-11-14,-0.1887846327861117,high,0.18856504412036043,2022
2721ME__32307F,2022-12-02,2022-12-05,0.0331865961574919,high,0.18524042984400227,2022
2721ME__32307F,2022-12-29,2022-12-30,0.0791619525117114,high,0.1449978490245066,2022
2721ME__32307F,2023-01-04,2023-01-09,-0.0223056110696082,high,0.14622973651712284,2023
2721ME__32307F,2023-03-02,2023-03-06,0.0774715909859698,low,0.08727793047670368,2023
2721ME__32307F,2023-06-01,2023-06-12,-0.0395312449935734,low,0.09138732637312125,2023
2721ME__32307F,2023-06-14,2023-06-16,-0.043006775539083,medium,0.1258164643321,2023
2721ME__32307F,2023-07-07,2023-07-14,-0.0131284117473569,medium,0.12046771038293808,2023
2721ME__32307F,2023-07-24,2023-07-25,0.0357560859537808,medium,0.10747884830121648,2023
2721ME__32307F,2023-10-24,2023-10-27,0.073983198039057,high,0.16917031035148955,2023
2721ME__32307F,2023-11-14,2023-11-16,0.1033376304330608,high,0.1517317753873554,2023
2721ME__32307F,2024-05-02,2024-05-07,0.0296970048050789,high,0.15090253498515666,2024
2721ME__32307F,2024-09-09,2024-09-13,0.1363247110434033,medium,0.12795826434738145,2024
2721ME__32307F,2024-09-24,2024-09-30,0.0367261755485209,high,0.1522520192616947,2024
2721ME__32307F,2024-10-09,2024-10-15,0.0790095458424446,high,0.21300704079370386,2024
2721ME__32307F,2024-11-11,2024-11-13,0.1388834469739425,low,0.09860903242978535,2024
2721ME__32307F,2024-12-09,2024-12-11,0.0771897304449298,low,0.09023482532774013,2024
27220J__912748,2022-02-15,2022-02-16,0.0662352200442185,high,0.15684090686054833,2022
27220J__912748,2022-06-15,2022-06-16,0.1084612669443262,high,0.17906523349355769,2022
27220J__912748,2022-08-02,2022-08-03,0.1569900589995315,high,0.1530141400072315,2022
27220J__912748,2022-09-28,2022-10-05,-0.0325873683473417,high,0.166012560979196,2022
27220J__912748,2023-05-01,2023-05-02,0.0815394272869673,low,0.09158311508978943,2023
27220J__912748,2023-05-16,2023-05-22,0.03501595709412,low,0.08134196209432479,2023
27220J__912748,2023-05-26,2023-05-30,0.0507351090406467,low,0.09115906283788683,2023
27220J__912748,2023-06-12,2023-06-14,0.015467016762049,medium,0.12918258519967912,2023
27220J__912748,2023-10-25,2023-10-27,0.1001846096130935,high,0.17073666562592693,2023
27220J__912748,2023-10-31,2023-11-01,0.1234535742359679,high,0.14527823978787935,2023
27220J__912748,2023-11-02,2023-11-16,0.1326220794950323,medium,0.13798946396536213,2023
27220J__912748,2024-04-05,2024-04-10,0.0511199295937982,medium,0.11279615283620935,2024
27220J__912748,2024-04-26,2024-04-30,0.0220499924417686,high,0.14728711588214927,2024
27220J__912748,2024-05-08,2024-05-16,-0.0241135049095878,high,0.1525693369067356,2024
27220J__912748,2024-05-24,2024-05-29,0.0621156508551059,medium,0.11288739985671864,2024
27220J__912748,2024-08-05,2024-08-06,-0.02138328353036,high,0.2833877714480244,2024
27220J__912748,2024-09-26,2024-10-02,1.7270553662692834,high,0.17880646538348619,2024
27604J__315206,2022-01-07,2022-01-18,0.0097015303494604,medium,0.1243875464122688,2022
27604J__315206,2022-02-25,2022-02-28,0.0604612061633769,high,0.15884629040937046,2022
27604J__315206,2022-03-16,2022-03-23,0.0308437488027176,high,0.2495708971126369,2022
27604J__315206,2022-05-26,2022-06-09,0.0779656845940399,high,0.1670687177685336,2022
27604J__315206,2022-08-10,2022-08-19,0.0850177875731569,medium,0.13847463612166763,2022
27604J__315206,2022-09-07,2022-09-13,0.0346900469918398,high,0.14760377599137522,2022
27604J__315206,2022-10-13,2022-10-14,0.0438322227699216,high,0.21335208574043607,2022
27604J__315206,2022-12-28,2023-01-05,-0.0218872082305332,high,0.14593670686597834,2022
27604J__315206,2023-06-02,2023-06-05,0.0431081420701121,medium,0.12011791199604044,2023
27604J__315206,2023-07-07,2023-07-14,-0.0381745558893866,medium,0.12046771038293808,2023
