,portfolio,market,fx_proxy
2022-01-07,0.00318827549278483,0.0030928195856214863,0.0017503920229861025
2022-01-10,0.002349692496314475,0.007748326225638689,0.0010985506549336438
2022-01-11,0.00178693960557227,-0.0015162412187176824,0.0020406202258107823
2022-01-12,0.0068457186029888244,0.013851439497354262,0.0026768376132177267
2022-01-13,0.00248479498482168,-0.003452124511687832,0.00032001283786938075
2022-01-14,0.0,-0.0073780410626917295,-0.0015851331776545992
2022-01-17,0.0,0.002084516349297549,-0.0005724527463957847
2022-01-18,-0.00025820593132777506,-0.0011348285887747532,-0.0017729621306761761
2022-01-19,0.0,-0.009468195161825484,0.0007832221159067162
2022-01-20,0.0018535194623979449,0.009562985346308036,0.0005336539220964069
2022-01-21,0.0062342921425788045,-0.0027029080102865975,0.00017147763743391946
2022-01-24,0.0047064851263979,-0.004446768603602171,-0.0013373849421945668
2022-01-25,0.0,-0.018499039345021676,0.00021080762331126093
2022-01-26,0.0,-0.001508299523509607,-0.0018815214705476839
2022-01-27,0.0,-0.018989312897504707,-0.003972554641799585
2022-01-28,0.0055148194072409795,0.00763307020612842,-0.0005050958743500427
2022-01-31,0.00141727839574334,0.0074470181099779344,0.002702278536715099
2022-02-01,0.000145303865066025,0.0014373962679119492,0.001421373547010279
2022-02-02,-0.003512327682801235,0.018172373065362034,0.0005015977739323981
2022-02-03,0.0,-0.00339688356555028,0.00022394834399262133
2022-02-04,0.006532737692187725,0.00900174003241993,-0.0014128628949973132
2022-02-07,0.003332109271460095,0.00037052750670349036,8.301483105789164e-05
2022-02-08,0.0001709178022117,0.002611688346789862,-0.0001425769901259159
2022-02-09,0.0,0.015274875199370614,0.0015058380637461163
2022-02-10,0.012270800174700246,0.006460208227230883,-0.0016723266877913408
2022-02-11,0.0053334780448217696,-0.0054964615772315215,-0.0007031164666797238
2022-02-14,0.00422117013291568,-0.010039241934247765,-0.0004051768869665174
2022-02-15,0.0018027613194647502,-0.003613228362537341,0.0017229269505945762
2022-02-16,0.0025020073340622498,0.013834168764843006,0.0011361055540061273
2022-02-17,0.01266533915556435,-0.0034317348668597017,-0.00041720933831365404
2022-02-18,0.002630706359288105,-0.004533402336563755,0.0004712437418826664
2022-02-21,0.0,-0.005967000357323527,0.0007715439893983115
2022-02-22,0.0,-0.015295511805586772,-9.779082008704536e-05
2022-02-23,0.00561093359328074,0.002423010611858425,0.0008400573198052784
2022-02-24,0.011091804820600265,-0.021323900437777613,-0.005830668803393931
2022-02-25,0.0,0.008577361971057467,0.00280577416273222
2022-02-28,0.0,0.0034652391184489596,0.00017536177649359684
2022-03-01,0.033208929683548535,0.007465788249075245,-0.001136711144181346
2022-03-02,0.0,-0.014071508623540604,0.00022574813457135442
2022-03-03,0.0004748898234653,0.009251927346828196,-0.0007428588117599197
2022-03-04,0.00044700940378003003,-0.01579106201403637,-0.0011294800736789275
2022-03-07,0.002462087464015205,-0.022236875586767388,-0.0041298271541909985
2022-03-08,0.0,-0.018943771964604283,-0.0013582140841590777
2022-03-09,-0.000620345098434155,0.0002826880669788042,0.0033012177614753554
2022-03-10,0.00501136936529859,0.02595607216994663,-0.00046255937245900177
2022-03-11,0.001060775109898465,-0.013036912751529042,-0.003851989730560819
2022-03-14,0.015752873920764715,-0.01262322478073129,-0.0038262862776547797
2022-03-15,0.0017690415480185102,-0.01783884156834487,0.00017739821587185606
2022-03-16,0.001174201847071495,0.03669902189617574,0.00397386306505357
2022-03-17,0.013188929027325163,0.03526408603942926,0.004026318005953453
2022-03-18,0.00762425545846057,0.005958602970223459,-0.0014711708475564254
2022-03-21,-0.00061079851994515,-0.002692485339238109,-0.002136342413388559
2022-03-22,0.0047416400046315045,0.014988508869096372,-0.00023775649401018434
